Attended,ID,Date,Event,
Yes,59357,5/11/07,Hendrix Huddle 5-11-07,
Yes,59357,4/28/05,Scholars Luncheon 4-05,
Yes,59360,8/5/11,Hendrix Night at the Naturals 2011,
Yes,59360,4/6/11,Fayetteville Gathering April 2011,
Yes,59360,4/17/10,Alumni Weekend 2010 -2005 Class Party,
Yes,59360,4/16/10,Alumni Weekend 2010 - Weekend Registration,
Yes,59361,9/7/13,Football 2013 - Sept. 7 Tailgating,
Yes,59361,11/9/06,Little Rock Huddle 11-09-06,
Yes,59365,4/3/09,Alumni Weekend 2009,
Yes,59365,,Alumni Weekend 2009 - Class of 2004 Party,
Yes,59367,,Hendrix Night at the Travs 2007,
Yes,59368,,FY 2014-15 Office Mugshot Visits,
Yes,59371,4/18/15,Alumni Weekend 2015 - Class of 2005 Party,
Yes,59371,8/7/09,Hendrix Night at the Travelers 2009,
Yes,59371,5/12/09,Little Rock Huddle May 09,
Yes,59371,7/31/08,Hendrix Night at the Travs 2008,
Yes,59372,4/15/11,Alumni Weekend 2011,
Yes,59372,7/12/06,Hendrix Night at the Travs 06,
Yes,59373,4/18/15,Alumni Weekend 2015 - Class of 2005 Party,
Yes,59373,4/28/05,Scholars Luncheon 4-05,
Yes,59374,4/18/15,Alumni Weekend 2015 - Class of 2005 Party,
Yes,59374,4/17/15,Alumni Weekend 2015,
Yes,59374,4/17/10,Alumni Weekend 2010 -2005 Class Party,
Yes,59374,4/16/10,Alumni Weekend 2010 - Weekend Registration,
Yes,59374,11/8/07,Austin Happy Hour 11-07,
Yes,59374,11/16/06,Austin Target City event 11-06,
Yes,5938,11/8/14,BBQ Tour 2014 with Bill (Memphis - Rendezvous),
Yes,5940,4/20/13,Alumni Weekend 2013 - Class of 1988,
Yes,5940,2/24/10,Little Rock Huddle February 2010,
Yes,5940,,Alumni Weekend 2008 - 1988 Class Reunion,
Yes,59403,4/18/15,Inauguration of President Tsutsui Dinner,
Yes,59403,3/4/14,Leadership Reception 2014,
Yes,59403,5/6/10,SLTC Appreciation Dinner 2010 (2),
Yes,59417,8/5/11,Hendrix Night at the Naturals 2011,
Yes,59424,11/8/07,Austin Happy Hour 11-07,
Yes,59424,11/16/06,Austin Target City event 11-06,
Yes,59424,3/20/02,Austin Reception 4-02,
Yes,59426,1/31/06,Hendrix Night at the Rep 2006,
Yes,59432,10/24/15,Tailgate 2015 with Bill in Chicago,
Yes,59432,12/2/12,Candlelight Carol Service 2012,
Yes,59432,9/25/09,Family Weekend 2009,
Yes,59432,9/26/08,Family Weekend 2008,
Yes,5945,4/11/08,Half Century Club Luncheon 2008,
Yes,5945,4/11/08,Alumni Weekend 2008,
Yes,5945,2/7/08,Founder's Day and Odyssey Medalists 2008,
Yes,5945,12/6/07,Robert F Baker Prize in Economics Dinner,
Yes,5945,12/2/07,Candlelight Carol 2007,
Yes,5945,12/2/07,Candlelight Carol Sunday Lunch 2007,
Yes,5945,10/26/07,Hendrix College Celebration: CHARTING PROGRESS,
Yes,5945,9/26/07,Wellness and Athletic Center Opening Donor Dinner,
Yes,5945,5/11/07,Hendrix Huddle 5-11-07,
Yes,5945,4/26/07,Honors Day/Scholars Luncheon 2007,
Yes,5945,4/14/07,Alumni Weekend 07 Leadership Donors reception,
Yes,5945,3/14/07,Hendrix Night at the Rep 2007,
Yes,5945,,April 2007 Fayetteville Event,
Yes,5945,,Hendrix Night at the Travs 2007,
Yes,5945,,Class Reunion Party Planning meeting 2008,
Yes,5945,,Little Rock Hendrix Huddle Feb 08,
Yes,5945,,Alumni Weekend 2008 - 1988 Class Reunion,
Yes,5947,4/20/13,Alumni Weekend 2013 - Class of 1988,
Yes,59471,,Family Weekend 2007,
Yes,59490,9/23/11,Family Weekend 2011,
Yes,59496,8/7/09,Hendrix Night at the Travelers 2009,
Yes,5950,4/9/05,Class of 1976 reunion AW 2001,
Yes,5950,4/20/01,Alumni Weekend 2001,
Yes,59501,9/30/12,Family Weekend - Legacy Luncheon 2012,
Yes,59506,9/30/07,Family Weekend Legacy Luncheon,
Yes,5951,,Alumni Weekend 2008 - 1988 Class Reunion,
Yes,59518,1/31/06,Hendrix Night at the Rep 2006,
Yes,59523,7/31/14,BBQ Tour 2014 with Dr. Bill Tsutsui (Hot Springs),
Yes,59523,6/19/14,Crystal Bridges event with Dr. Bill Tsutsui,
Yes,59523,10/27/11,Founders Day Odyssey Medalist Reception 2011,
Yes,59523,5/6/11,Celebrating the Campaign for National Leadership,
Yes,59523,4/28/05,Scholars Luncheon 4-05,
Yes,59526,4/16/11,Alumni Weekend 2011 - Class of 1976,
Yes,59526,11/14/00,Atlanta Area Park Tavern Event,
Yes,59535,5/4/14,Gojira/Godzilla Event with Dr. Bill Tsutsui,
Yes,59535,8/2/12,Hendrix Night at the Travs 2012,
Yes,59545,4/28/05,Scholars Luncheon 4-05,
Yes,5955,6/19/14,Crystal Bridges event with Dr. Bill Tsutsui,
Yes,59551,7/12/06,Hendrix Night at the Travs 06,
Yes,59558,12/7/14,Candlelight Carol Service 2014,
Yes,59558,7/31/08,Hendrix Night at the Travs 2008,
Yes,5956,11/7/01,Fayetteville Alumni Event 11-01,
Yes,59564,4/18/15,Alumni Weekend 2015 - Class of 1975 Party,
Yes,59569,8/14/14,BBQ Tour 2014 with Dr. Bill Tsutsui (Russellville),
Yes,59569,10/26/07,Hendrix College Celebration: CHARTING PROGRESS,
Yes,59576,6/7/13,Hendrix at the Arkansas Arts Center 2013,
Yes,59579,4/18/15,Alumni Weekend 2015 - Class of 1975 Party,
Yes,59579,4/17/15,Alumni Weekend 2015,
Yes,59579,6/8/14,Conway Open House - Bill Tsutsui & Marjorie Swann,
Yes,59579,4/20/12,Alumni Weekend 2012,
Yes,59579,4/16/10,Alumni Weekend 2010 - Weekend Registration,
Yes,59579,4/15/05,Alumni Weekend 05,
Yes,59580,3/8/15,BBQ Tour 2015 with Dr. Bill Tsutsui (LR PHUMC),
Yes,59580,4/5/14,Alumni Weekend 2014 - Class of 1974 Party,
Yes,59580,12/2/12,Candlelight Carol Service 2012,
Yes,59582,,Hendrix Night at the Travs 2007,
Yes,59595,4/17/15,Alumni Weekend 2015,
Yes,59595,7/26/12,"Hendrix at The Museum of Fine Arts, Houston 2012",
Yes,59604,9/7/13,Sneak Peek of Football at Hendrix - Sept. 7,
Yes,5963,4/16/10,Alumni Weekend 2010 - Weekend Registration,
Yes,5963,5/19/07,Alumni Odyssey College 2007,
Yes,5963,,Alumni Weekend 2008 - 1988 Class Reunion,
Yes,59636,5/27/07,"Alumni Travel 2007 - Chianti, Italy",
Yes,59636,4/14/07,Alumni Weekend 07 Leadership Donors reception,
Yes,59652,4/19/13,Alumni Weekend 2013 - Half Century Club Luncheon,
Yes,59657,3/7/05,Memphis Alumni Mini-Summit 3-05,
Yes,59669,9/27/09,Family Weekend Parent Association Meeting 2009,
Yes,59669,9/25/09,Family Weekend 2009,
Yes,59669,9/26/08,Family Weekend 2008,
Yes,59678,4/22/06,President's Leadership Reception AW 06,
Yes,59686,,Family Weekend 2007,
Yes,59705,,Family Weekend 2007,
Yes,59716,3/1/05,Houston Alumni Mini-Summit 2-05,
Yes,59716,,Family Weekend 2007,
Yes,59718,10/24/06,Houston Meet N Greet 10-06,
Yes,59718,7/23/06,Houston Send Off Party 7-06,
Yes,59718,2/21/06,Houston Target Cities event 2-21-06,
Yes,59721,10/24/06,Houston Meet N Greet 10-06,
Yes,59721,7/23/06,Houston Send Off Party 7-06,
Yes,59721,2/21/06,Houston Target Cities event 2-21-06,
Yes,59727,,Family Weekend 2007,
Yes,5973,4/11/08,Alumni Weekend 2008,
Yes,5973,,Alumni Weekend 2008 - 1988 Class Reunion,
Yes,59736,10/24/06,Houston Meet N Greet 10-06,
Yes,59736,7/23/06,Houston Send Off Party 7-06,
Yes,59736,9/23/05,Family Weekend 05,
Yes,59736,3/1/05,Houston Alumni Mini-Summit 2-05,
Yes,59740,,Family Weekend 2007,
Yes,59744,8/5/11,Hendrix Night at the Naturals 2011,
Yes,59761,,Family Weekend 2007,
Yes,59784,9/25/09,Family Weekend 2009,
Yes,59784,10/14/08,Target Cities Austin Happy Hour 2008,
Yes,59784,9/26/08,Family Weekend 2008,
Yes,59784,11/8/07,Austin Happy Hour 11-07,
Yes,59784,11/16/06,Austin Target City event 11-06,
Yes,59784,,Family Weekend 2007,
Yes,59784,,Parent Association Meeting 2007,
Yes,59789,9/28/12,Family Weekend 2012,
Yes,59789,9/23/11,Family Weekend 2011,
Yes,59789,9/24/10,Family Weekend 2010,
Yes,59802,6/7/13,Hendrix at the Arkansas Arts Center 2013,
Yes,59802,10/22/09,Founders Day Reception 2009,
Yes,59802,,Founders Day Luncheon 2009,
Yes,5981,10/28/08,Little Rock Election Huddle October 2008,
Yes,5981,11/9/06,Little Rock Huddle 11-09-06,
Yes,5981,9/21/06,Little Rock Target Cities Huddle 9-06,
Yes,5981,4/1/04,"Hendrix Out to Lunch, Spring 2004",
Yes,5981,1/20/04,Hendrix Night at the Rep 2004,
Yes,59813,9/26/08,Family Weekend 2008,
Yes,5982,7/26/12,"Hendrix at The Museum of Fine Arts, Houston 2012",
Yes,59831,,Family Weekend 2007,
Yes,5984,9/21/06,Little Rock Target Cities Huddle 9-06,
Yes,59841,3/1/05,Houston Alumni Mini-Summit 2-05,
Yes,59851,4/11/06,Dallas Target Cities event 4-11-06,
Yes,59857,,Family Weekend 2007,
Yes,59863,5/19/07,Alumni Odyssey College 2007,
Yes,59867,2/29/16,Leadership Donors Reception 2016,
Yes,59867,12/6/15,Candlelight Carol Service 2015,
Yes,59867,10/22/15,Founders Day Odyssey Medalist Reception 2015,
Yes,59867,4/18/15,Inauguration of President Tsutsui Dinner,
Yes,59867,10/23/14,Founders Day Odyssey Medalist Reception 2014,
Yes,59867,2/7/12,Hendrix Night at the Rep 2012,
Yes,5987,8/11/11,Hendrix Night at the Travs 2011,
Yes,5987,4/15/11,Alumni Weekend 2011,
Yes,5987,7/31/08,Hendrix Night at the Travs 2008,
Yes,5987,4/11/08,Alumni Weekend 2008,
Yes,5987,7/12/06,Hendrix Night at the Travs 06,
Yes,5987,,Hendrix Night at the Travs 2007,
Yes,5987,,Class Reunion Party Planning meeting 2008,
Yes,5987,,Alumni Weekend 2008 - 1988 Class Reunion,
Yes,5990,9/13/14,Football 2014 - September 13 Tailgating,
Yes,5990,9/7/13,Football 2013 - Sept. 7 Tailgating,
Yes,5990,4/15/11,Alumni Weekend 2011,
Yes,5990,,Alumni Weekend 2008 - 1988 Class Reunion,
Yes,5990,,Alumni Weekend 2012 - Class of 1992 Reunion Party,
Yes,5991,9/13/14,Football 2014 - September 13 Tailgating,
Yes,5991,10/12/13,Football 2013 - Oct. 12 Tailgating,
Yes,5991,9/7/13,Football 2013 - Sept. 7 Tailgating,
Yes,5991,4/18/02,Alumni Weekend 02,
Yes,5991,9/22/01,Board of Governors 9-01,
Yes,5991,,Class of 1992 Reunion Alumni Weekend 2007,
Yes,5991,,Alumni Weekend 2008 - 1988 Class Reunion,
Yes,5991,,Alumni Weekend 2012 - Class of 1992 Reunion Party,
Yes,59911,9/23/05,Family Weekend 05,
Yes,59911,4/28/05,Scholars Luncheon 4-05,
Yes,5992,4/16/11,Alumni Weekend 2011 - Class of 1976,
Yes,5992,11/14/00,Atlanta Area Park Tavern Event,
Yes,59921,2/21/06,Houston Target Cities event 2-21-06,
Yes,59923,1/31/06,Hendrix Night at the Rep 2006,
Yes,5993,8/6/13,Hendrix at the Perot Museum of Nature & Science,
Yes,59947,9/26/08,Family Weekend 2008,
Yes,59952,12/3/06,Candlelight Carol 2006,
Yes,59957,4/22/12,Alumni Weekend 2012 - Memorial Service,
Yes,5996,4/20/13,Alumni Weekend 2013 - Class of 1988,
Yes,5997,4/15/11,Alumni Weekend 2011,
Yes,5997,1/31/06,Hendrix Night at the Rep 2006,
Yes,5997,2/1/05,Hendrix Night at the Rep 2005,
Yes,5997,4/17/04,Alumni Weekend 04 - Hendrix-in-London Reunion,
Yes,5997,1/20/04,Hendrix Night at the Rep 2004,
Yes,5997,1/29/02,Hendrix Night at the Rep 2002,
Yes,5997,8/3/01,Hendrix Night at the Travs 01,
Yes,5997,8/23/00,Night at the Travs 00,
Yes,5997,5/9/00,Pre-Inauguration Reception-Conway Friends of Tim,
Yes,5997,,FY 2014-15 Office Mugshot Visits,
Yes,5998,8/2/12,Hendrix Night at the Travs 2012,
Yes,5998,10/27/11,Founders Day Odyssey Medalist Reception 2011,
Yes,5998,4/15/11,Alumni Weekend 2011,
Yes,59997,4/27/06,Scholars Luncheon 2006,
Yes,6000,6/7/13,Hendrix at the Arkansas Arts Center 2013,
Yes,60001,6/15/06,Memphis Redbirds Target Cities event 6-06,
Yes,60001,3/7/05,Memphis Alumni Mini-Summit 3-05,
Yes,60016,9/23/05,Family Weekend 05,
Yes,60017,3/4/14,Leadership Reception 2014,
Yes,60017,9/7/13,Football 2013 - Sept. 7 Tailgating,
Yes,60017,10/25/12,Founders Day Odyssey Medal Reception 2012,
Yes,60017,9/30/12,Family Weekend - Legacy Luncheon 2012,
Yes,60017,5/6/11,Celebrating the Campaign for National Leadership,
Yes,60017,10/21/10,Founders Day Odyssey Medalist Reception 2010,
Yes,60017,8/7/09,Hendrix Night at the Travelers 2009,
Yes,60017,4/12/08,Alumni Weekend 2008 - 1973 Class Reunion,
Yes,60017,9/26/07,Wellness and Athletic Center Opening Donor Dinner,
Yes,6002,4/20/13,Alumni Weekend 2013 - Class of 1988,
Yes,60039,10/26/07,Hendrix College Celebration: CHARTING PROGRESS,
Yes,60039,12/3/06,Candlelight Carol 2006,
Yes,60039,1/31/06,Hendrix Night at the Rep 2006,
Yes,60039,12/4/05,Candlelight Carol 2005,
Yes,60039,,Candlelight Carol Service 2008,
Yes,60045,9/23/05,Family Weekend 05,
Yes,60048,3/7/05,Memphis Alumni Mini-Summit 3-05,
Yes,60053,9/25/09,Family Weekend 2009,
Yes,60053,9/26/08,Family Weekend 2008,
Yes,6006,4/18/15,Alumni Weekend 2015 - Class of 1985 Party,
Yes,6006,10/23/14,Founders Day Odyssey Medalist Reception 2014,
Yes,6006,9/27/14,Football 2014 - September 27 Tailgating,
Yes,6006,4/4/14,Alumni Weekend 2014,
Yes,6006,4/20/13,Alumni Weekend 2013 - Class of 1988,
Yes,6006,4/19/13,Alumni Weekend 2013,
Yes,6006,10/27/11,Founders Day Odyssey Medalist Reception 2011,
Yes,6006,5/6/11,Celebrating the Campaign for National Leadership,
Yes,6006,6/25/10,Hendrix Night At The Travs 2010,
Yes,6006,5/6/10,SLTC Appreciation Dinner 2010 (2),
Yes,6006,4/16/10,Alumni Weekend 2010 - Weekend Registration,
Yes,6006,4/3/09,Alumni Weekend 2009,
Yes,6006,4/11/08,Alumni Weekend 2008,
Yes,6006,,Alumni Weekend 2008 - 1988 Class Reunion,
Yes,60063,5/6/11,Celebrating the Campaign for National Leadership,
Yes,60063,5/19/08,Community Advisory Board Meeting,
Yes,60064,11/2/06,St. Louis Target City event 11-06,
Yes,60066,11/2/06,St. Louis Target City event 11-06,
Yes,60069,11/2/06,St. Louis Target City event 11-06,
Yes,6007,12/18/14,BBQ Tour 2014 with Dr. Bill Tsutsui (Fayetteville),
Yes,6007,4/20/13,Alumni Weekend 2013 - Class of 1988,
Yes,6007,4/19/13,Alumni Weekend 2013,
Yes,6007,4/19/13,Alumni Weekend 2013 Warrior Hall of Honor,
Yes,6007,7/17/08,Hendrix Night at the Naturals 2008,
Yes,6007,11/3/06,Goodbye Grove Swimming Event,
Yes,6007,2/26/05,Art Johnson 80th Birthday event,
Yes,6007,6/17/04,Northwest Arkansas reception at Webb home 6-04,
Yes,6007,5/3/03,Northwest Arkansas Friends of Tim Reception,
Yes,6007,11/7/01,Fayetteville Alumni Event 11-01,
Yes,60078,6/19/14,Crystal Bridges event with Dr. Bill Tsutsui,
Yes,6008,12/18/14,BBQ Tour 2014 with Dr. Bill Tsutsui (Fayetteville),
Yes,6008,4/20/13,Alumni Weekend 2013 - Class of 1988,
Yes,6008,4/19/13,Alumni Weekend 2013,
Yes,6008,4/19/13,Alumni Weekend 2013 Warrior Hall of Honor,
Yes,6008,2/26/05,Art Johnson 80th Birthday event,
Yes,6008,11/7/01,Fayetteville Alumni Event 11-01,
Yes,60091,8/6/06,Dallas-Ft. Worth Send-Off Party '06,
Yes,60091,4/11/06,Dallas Target Cities event 4-11-06,
Yes,60091,2/23/05,Dallas Mini-Summit 2-05,
Yes,60094,6/15/06,Memphis Redbirds Target Cities event 6-06,
Yes,60094,3/7/05,Memphis Alumni Mini-Summit 3-05,
Yes,6010,,Alumni Weekend 2008 - 1988 Class Reunion,
Yes,60107,6/29/13,Hendrix at Tanglewood with Garrison Keillor,
Yes,60127,5/6/11,Celebrating the Campaign for National Leadership,
Yes,60127,5/6/10,SLTC Appreciation Dinner 2010 (2),
Yes,60127,5/19/08,Community Advisory Board Meeting,
Yes,60127,10/26/07,Hendrix College Celebration: CHARTING PROGRESS,
Yes,60138,8/5/11,Hendrix Night at the Naturals 2011,
Yes,6014,4/20/13,Alumni Weekend 2013 - Memorial Service,
Yes,60150,12/2/07,Candlelight Carol 2007,
Yes,60168,9/25/09,Family Weekend 2009,
Yes,6017,8/3/01,Hendrix Night at the Travs 01,
Yes,6018,4/17/15,Alumni Weekend 2015,
Yes,6018,4/3/09,Alumni Weekend 2009,
Yes,6018,4/15/05,Alumni Weekend 05,
Yes,6018,4/16/04,Alummni Weekend 04 - Friday Night Reunions,
Yes,6018,4/16/04,Alumni Weekend 2004,
Yes,6018,8/3/01,Hendrix Night at the Travs 01,
Yes,6018,,Alumni Weekend 2009 - Class of 1984 Party,
Yes,60180,8/2/12,Hendrix Night at the Travs 2012,
Yes,60180,3/14/07,Hendrix Night at the Rep 2007,
Yes,60180,11/9/06,Little Rock Huddle 11-09-06,
Yes,60180,,Hendrix Night at the Travs 2007,
Yes,60180,,Little Rock Hendrix Huddle Feb 08,
Yes,60181,11/16/06,Austin Target City event 11-06,
Yes,60196,,Family Weekend 2007,
Yes,60203,4/18/15,Inauguration of President Tsutsui Dinner,
Yes,60203,10/23/14,Founders Day Odyssey Medalist Reception 2014,
Yes,60203,3/4/14,Leadership Reception 2014,
Yes,60203,10/24/13,Founders Day Odyssey Medal Reception 2013,
Yes,60203,4/2/13,Leadership Reception 2013,
Yes,60203,8/2/12,Hendrix Night at the Travs 2012,
Yes,60203,3/6/12,Leadership Reception 2012,
Yes,60203,8/11/11,Hendrix Night at the Travs 2011,
Yes,60203,5/6/11,Celebrating the Campaign for National Leadership,
Yes,60203,4/16/11,Alumni Weekend 2011 - Class of 1976,
Yes,60203,10/26/07,Hendrix College Celebration: CHARTING PROGRESS,
Yes,60203,12/4/05,Candlelight Carol 2005,
Yes,60204,4/27/06,Scholars Luncheon 2006,
Yes,60206,4/14/07,Alumni Weekend 07 Leadership Donors reception,
Yes,60206,4/22/06,President's Leadership Reception AW 06,
Yes,60206,9/9/05,Hendrix Connection Coffee at Terri Erwin's 9-05,
Yes,60206,4/16/05,Leadership Donors' Reception AW 05,
Yes,60212,4/16/05,Leadership Donors' Reception AW 05,
Yes,60212,12/5/04,Candlelight Carol Service & Reception '04,
Yes,60214,4/27/06,Scholars Luncheon 2006,
Yes,60214,1/31/06,Hendrix Night at the Rep 2006,
Yes,60216,4/27/06,Scholars Luncheon 2006,
Yes,60228,2/29/16,Leadership Donors Reception 2016,
Yes,60228,12/6/15,Candlelight Carol Service 2015,
Yes,60228,9/28/14,Family Weekend - Legacy Luncheon 2014,
Yes,60228,9/28/13,Family Weekend Leadership Parents Reception 2013,
Yes,60228,4/2/13,Leadership Reception 2013,
Yes,60228,12/2/12,Candlelight Carol Service 2012,
Yes,60228,4/20/12,Warrior Booster Club Hall of Honor Banquet 2012,
Yes,60228,9/25/11,Family Weekend - Legacy Luncheon 2011,
Yes,60228,5/6/11,Celebrating the Campaign for National Leadership,
Yes,60228,6/25/10,Hendrix Night At The Travs 2010,
Yes,60228,4/16/10,Alumni Weekend 2010 - Weekend Registration,
Yes,60228,12/6/09,Candlelight Carol Service 2009,
Yes,60228,8/7/09,Hendrix Night at the Travelers 2009,
Yes,60228,4/11/08,Alumni Weekend 2008,
Yes,60228,12/2/07,Candlelight Carol 2007,
Yes,60228,12/2/07,Candlelight Carol Sunday Lunch 2007,
Yes,60228,10/26/07,Hendrix College Celebration: CHARTING PROGRESS,
Yes,60228,9/30/07,Family Weekend Legacy Luncheon,
Yes,60228,4/14/07,Alumni Weekend 07 Leadership Donors reception,
Yes,60228,4/13/07,Alumni Weekend 07,
Yes,60228,3/14/07,Hendrix Night at the Rep 2007,
Yes,60228,12/3/06,Candlelight Carol 2006,
Yes,60228,8/12/06,Little Rock Send Off Party 06,
Yes,60228,12/4/05,Candlelight Carol 2005,
Yes,60228,12/5/04,Candlelight Carol Service & Reception '04,
Yes,60228,,Family Weekend 2007,
Yes,60228,,Candlelight Carol Service 2008,
Yes,60228,,Alumni Weekend 2009 - Class of 1979 Party,
Yes,60228,,Alumni Weekend 2012 - Class of 1977 Reunion Party,
Yes,60229,3/7/05,Memphis Alumni Mini-Summit 3-05,
Yes,6023,11/14/00,Atlanta Area Park Tavern Event,
Yes,60235,12/18/14,BBQ Tour 2014 with Dr. Bill Tsutsui (Fayetteville),
Yes,6025,9/28/14,Family Weekend - Legacy Luncheon 2014,
Yes,6025,,Alumni Weekend 2008 - 1988 Class Reunion,
Yes,6026,9/28/14,Family Weekend - Legacy Luncheon 2014,
Yes,6028,4/20/13,Alumni Weekend 2013 - Class of 1988,
Yes,6028,,Alumni Weekend 2008 - 1988 Class Reunion,
Yes,6029,4/20/13,Alumni Weekend 2013 - Class of 1988,
Yes,6029,,Alumni Weekend 2008 - 1988 Class Reunion,
Yes,60322,2/1/05,Hendrix Night at the Rep 2005,
Yes,60338,3/7/05,Memphis Alumni Mini-Summit 3-05,
Yes,6034,8/6/13,Hendrix at the Perot Museum of Nature & Science,
Yes,6034,4/20/13,Alumni Weekend 2013 - Class of 1988,
Yes,6034,,FY 2014-15 Office Mugshot Visits,
Yes,6035,9/28/14,Family Weekend - Legacy Luncheon 2014,
Yes,6035,8/6/13,Hendrix at the Perot Museum of Nature & Science,
Yes,6035,4/20/13,Alumni Weekend 2013 - Class of 1988,
Yes,6035,9/30/12,Family Weekend - Legacy Luncheon 2012,
Yes,6035,,FY 2013-14 Office Mugshot Visits,
Yes,60358,8/5/11,Hendrix Night at the Naturals 2011,
Yes,6036,,Alumni Weekend 2008 - 1988 Class Reunion,
Yes,6037,4/19/13,Alumni Weekend 2013 Warrior Hall of Honor,
Yes,6037,4/20/12,Warrior Booster Club Hall of Honor Banquet 2012,
Yes,60370,10/24/15,Tailgate 2015 with Bill in Chicago,
Yes,60370,12/2/12,Candlelight Carol Service 2012,
Yes,60370,9/26/08,Family Weekend 2008,
Yes,60382,5/17/02,Inaugural Ball Guest Responses,
Yes,604,4/5/14,Alumni Weekend 2014 - Class of 1969 Party,
Yes,604,4/4/14,Alumni Weekend 2014,
Yes,604,6/3/12,Hendrix at Crystal Bridges 2012,
Yes,604,4/16/04,Alumni Weekend 2004,
Yes,6040,4/20/13,Alumni Weekend 2013 - Class of 1988,
Yes,6040,4/19/13,Alumni Weekend 2013,
Yes,6040,4/11/08,Alumni Weekend 2008,
Yes,6040,7/12/06,Hendrix Night at the Travs 06,
Yes,6040,4/21/06,Alumni Weekend 2006,
Yes,6040,3/16/04,Tom Goodwin Professor of the Year Reception,
Yes,6041,4/20/13,Alumni Weekend 2013 - Class of 1988,
Yes,6042,7/31/14,BBQ Tour 2014 with Dr. Bill Tsutsui (Hot Springs),
Yes,6042,,Alumni Weekend 2008 - 1988 Class Reunion,
Yes,60423,9/23/11,Family Weekend 2011,
Yes,60434,9/30/12,Family Weekend - Legacy Luncheon 2012,
Yes,6044,4/20/13,Alumni Weekend 2013 - Class of 1988,
Yes,6044,4/19/13,Alumni Weekend 2013,
Yes,6044,2/25/03,D.C. Alumni Chapter 03,
Yes,6044,,Parent Association Reception 2013,
Yes,6045,12/6/05,Rosa Parks Event Dec 2005,
Yes,60451,2/21/06,Houston Target Cities event 2-21-06,
Yes,60451,3/1/05,Houston Alumni Mini-Summit 2-05,
Yes,6048,4/20/13,Alumni Weekend 2013 - Class of 1988,
Yes,6048,3/14/07,Hendrix Night at the Rep 2007,
Yes,60480,7/12/06,Hendrix Night at the Travs 06,
Yes,60483,4/5/14,Alumni Association Awards Brunch 2014,
Yes,6049,4/18/15,Inauguration of President William M. Tsutsui,
Yes,6049,11/8/14,BBQ Tour 2014 with Bill (Memphis - Rendezvous),
Yes,6049,10/23/14,Founders Day Odyssey Medalist Reception 2014,
